"Gene"	"FC"	"FDR"	"pct.exp"
"1"	"ACAP3"	0.629027662530704	0.00615140727038042	68.259385665529
"2"	"ADCY1"	0.55680144993557	0.0263911769514036	36.1774744027304
"4"	"ARPP21"	0.564356843153362	0.0295666413932397	61.4334470989761
"5"	"CAMK2B"	0.519025675077761	0.0246051690792737	77.4744027303754
"6"	"CARNS1"	0.313115403637011	3.55439479699369e-06	38.2252559726962
"7"	"CDK10"	0.511218311290898	0.0094386998843211	42.6621160409556
"9"	"CNTNAP2"	-0.490114299305922	0.0263911769514036	95.9044368600683
"11"	"ERBB4"	-0.700194199380758	0.00615140727038042	92.4914675767918
"12"	"FGF14"	-0.31599335892557	0.0435940397756322	96.2457337883959
"13"	"GRIK2"	-0.412007976670922	0.00957565181814607	89.7610921501707
"14"	"INTS1"	0.36997456231229	0.0094386998843211	31.740614334471
"15"	"KCNJ6"	0.524263521242078	0.0416541615836651	63.1399317406143
"16"	"LINGO1"	0.459351557019681	0.0118098264745691	55.6313993174061
"17"	"MEIS2"	-0.557371857189771	0.0219386512886992	42.320819112628
"18"	"NDUFA10"	0.37979925488891	0.0118098264745691	53.5836177474403
"19"	"ODZ4"	0.482336719387789	0.0448933479567282	81.2286689419795
"20"	"POMT1"	0.514714846827914	0.0133000460397389	36.1774744027304
"21"	"PYGB"	0.306597861533036	0.0435958901224688	33.4470989761092
"22"	"RAB11FIP3"	0.560503877773594	0.0447568007928944	59.7269624573379
"23"	"RGS12"	-0.350944496287706	0.0492369056734394	44.7098976109215
"24"	"ROBO1"	-0.570704552765822	0.0447568007928944	66.5529010238908
"25"	"RP11-281A20.3"	-0.416207555357091	0.0118098264745691	39.2491467576792
"26"	"RYR2"	0.384108260945093	0.00902903133140897	94.8805460750853
"27"	"SEPW1"	0.481713317661453	0.0448933479567282	36.8600682593857
"28"	"SLC17A7"	0.427600301968036	0.038297672093633	43.3447098976109
"30"	"SLIT3"	0.741114125695284	0.0263593683954568	75.4266211604096
"32"	"SUSD4"	0.483281872366541	0.0270058382988401	64.5051194539249
"33"	"TBCD"	0.310087453299875	0.0435940397756322	45.0511945392491
"34"	"TMEM178A"	0.539713547344164	0.0270058382988401	50.5119453924915
"35"	"TTLL11"	0.53008962371084	0.038220635957662	53.5836177474403
"36"	"WDR11"	0.310268076390022	0.0492369056734394	27.6450511945392
