"Gene"	"FC"	"FDR"	"pct.exp"
"1"	"ADGRL3"	-0.303002103178257	6.66421755644275e-30	96.119223844769
"2"	"ADRBK2"	0.349821090038003	9.32944333475269e-08	66.5333066613323
"3"	"AHI1"	0.343076911250737	4.1791816118392e-22	89.1978395679136
"4"	"ALDH1A2"	1.25550710132384	1.61155958920197e-78	58.1516303260652
"5"	"ANKRD30BL"	-0.351516264376856	6.38838818546087e-14	79.2358471694339
"7"	"ARAP2"	-0.434297648756172	9.21211251257552e-13	47.7295459091818
"8"	"ARHGAP24"	-0.387921642457422	1.65356393653288e-09	40.9281856371274
"9"	"ASIC2"	-0.492896300167162	2.90448722412552e-16	72.0544108821764
"10"	"BCL11B"	0.308509052357683	4.62951729006451e-06	58.6717343468694
"11"	"BICC1"	-0.319454611933693	2.24128288981339e-07	50.5501100220044
"12"	"BTNL9"	0.424900852496735	1.02242374898705e-17	55.8111622324465
"13"	"CACNA1A"	0.399426238582359	3.08997888518479e-11	70.6341268253651
"14"	"CACNA2D3"	0.361230398260216	1.46904500650893e-09	79.5759151830366
"15"	"CADM1"	-0.387929265204225	1.81596175647014e-27	87.6375275055011
"16"	"CAMK2D"	-0.324378461002319	6.06124025015753e-09	39.0678135627125
"17"	"CATSPER2"	0.337781034909017	2.89621779877476e-08	52.3304660932186
"19"	"CDH12"	-0.364073285348527	2.18645774343389e-07	47.249449889978
"20"	"CDH13"	-0.715417258877023	3.43197451448151e-28	70.4940988197639
"21"	"CDH18"	0.308644948493294	5.83670046732486e-14	87.7775555111022
"22"	"CHRM3"	-0.527740447997894	6.28925436470017e-20	25.9251850370074
"23"	"CNTN4"	-0.928556328188062	1.82700866618739e-49	55.131026205241
"24"	"CNTN5"	-0.455086869934409	2.50181793661872e-20	90.3580716143229
"25"	"COL4A2"	-0.313024958853847	1.5068869296711e-07	45.1490298059612
"26"	"CTNNA3"	-0.695405370617379	6.50646412694857e-57	41.1682336467293
"27"	"DCC"	0.321221255845126	2.00081357984861e-09	89.7179435887177
"28"	"DIP2B"	-0.407216253449885	1.64895349102746e-10	59.871974394879
"31"	"DPP10"	-0.849725262808874	8.84422860488967e-37	65.6131226245249
"32"	"ELMO1"	-0.310690484188357	1.64448641361437e-10	28.125625125025
"33"	"ENOX1"	-0.362642972172863	5.39550517728422e-09	39.2878575715143
"34"	"EPHA5"	0.324378243224563	5.35796847445226e-07	50.8301660332066
"35"	"ERBB4"	-0.572218923333646	1.27693791564412e-36	50.4900980196039
"36"	"ERBIN"	-0.305212877070941	8.7226111093564e-07	46.6093218643729
"37"	"ESRRG"	-0.821788107475135	5.63805910374305e-46	33.3466693338668
"38"	"FAM153B"	0.300367423671567	6.55204062048371e-13	25.7251450290058
"39"	"FAT3"	-0.416744971935795	3.97488334355473e-11	56.631326265253
"40"	"FHIT"	-0.3044027264978	8.36648378482167e-06	64.5729145829166
"42"	"FRMD5"	-0.441823862353905	1.14352639254602e-15	82.7365473094619
"43"	"FRYL"	-0.319706154296691	2.61385297232322e-07	47.4894978995799
"44"	"FSTL4"	-0.499160369368665	4.51271850752386e-15	61.9723944788958
"45"	"FUT8"	-0.320748476797994	5.27355626954532e-07	57.4514902980596
"46"	"GABRA2"	-0.39714142974834	2.92595336887579e-08	57.6915383076615
"47"	"GALNT14"	0.340853359055373	6.06124025015753e-09	41.4282856571314
"48"	"GNA14"	0.523579890904901	3.06349251604526e-30	45.1690338067614
"49"	"GPC5"	-0.601498093356344	5.25073206002669e-46	25.125025005001
"50"	"GRAMD1B"	0.345442108153259	1.37447372087189e-15	85.7371474294859
"51"	"HDAC9"	-0.37347800972988	6.74702306452596e-11	73.4146829365873
