"Gene"	"FC"	"FDR"	"pct.exp"
"234"	"NR4A2"	0.5667183366858	1.27952932598487e-45	49.5307052829177
"235"	"NR4A3"	0.838908745180014	7.35473817324586e-68	68.7315634218289
"236"	"NREP"	0.415586154662861	3.83008482222125e-28	50.2279431482971
"237"	"NRG1"	-0.948098219955914	4.07092665447533e-131	73.7731295253419
"238"	"NRIP1"	0.353050577675097	5.55874805817843e-19	56.6908018235452
"239"	"NRXN1"	-0.35276444766932	1.06979023888763e-62	98.6323411102172
"240"	"NRXN3"	-1.22187920731723	2.44858770394611e-136	77.5811209439528
"241"	"NT5DC3"	0.323048148942351	5.97689426281601e-16	39.2062215071065
"242"	"NTN1"	0.436084987047423	7.07651795828797e-42	28.425851434701
"243"	"NTRK2"	0.599083763613572	7.0416234484256e-91	91.7135961383749
"244"	"NUP93"	0.623454664559191	7.16430598707602e-48	62.9927594529364
"245"	"NYAP2"	0.307102933262004	1.29505887761206e-15	56.44945025476
"246"	"OLFM3"	-0.439560588152328	2.2998068280395e-35	51.5151515151515
"247"	"OSBPL8"	0.503220442890654	1.06418534808681e-30	75.194422097077
"248"	"PAK7"	-0.358027715349446	2.33736320818083e-36	31.0002681684098
"249"	"PARD3"	-0.431346204961195	2.66929020283752e-41	31.4025207830518
"250"	"PATJ"	-0.373952193956691	8.20158763137852e-27	40.8420488066506
"251"	"PCDH15"	0.321714695015447	2.96204165611054e-14	89.0855457227139
"252"	"PCDH9"	-0.421372129094142	1.00273890819193e-50	99.0345937248592
"253"	"PCSK2"	-0.332253290853149	8.4326557958606e-23	79.4851166532582
"254"	"PDE1A"	0.334719565524634	2.36554643985962e-20	85.4384553499598
"255"	"PDE1C"	0.304439417074453	5.42774771331312e-13	56.4226334137838
"256"	"PDE4B"	0.34781885482799	2.21085448967351e-26	91.2040761598284
"257"	"PDE4D"	0.344366486065701	3.94699621400101e-46	96.3529096272459
"258"	"PDE7A"	0.383310752964784	2.60233590021353e-21	54.6527219093591
"259"	"PDZRN4"	-0.350684282514105	9.6619477295697e-29	33.5478680611424
"260"	"PELI1"	0.576506603438411	7.24579834081683e-41	61.3837489943685
"261"	"PEX5L"	0.486889775203744	3.47625619388165e-61	94.7707160096541
"262"	"PGAP1"	0.444821144229175	2.74709322335094e-29	61.0619469026549
"263"	"PIP5K1B"	0.327138815387875	2.60403702576066e-21	36.9804237060874
"264"	"PKP2"	0.557577557132317	5.03230512241047e-39	53.016894609815
"265"	"PLCB1"	0.391055393945389	1.62686178793987e-59	96.7283454009118
"266"	"PLXDC2"	0.677375192791994	5.49752572239177e-82	88.0933226065969
"267"	"PNO1"	0.758591097669615	2.36362380226719e-67	56.7444355054974
"268"	"PPFIBP1"	0.304469873342043	4.62460545498785e-20	82.3277017967283
"269"	"PPM1E"	0.874368037333823	2.90581134432897e-234	95.4411370340574
"270"	"PPP1R12A"	0.426152459902	8.67491572758295e-40	83.9903459372486
"271"	"PPP2R5C"	0.340369733967028	9.63580416545117e-22	66.4789487798337
"272"	"PRICKLE2"	0.828551812871299	7.85635537756297e-124	85.5725395548404
"273"	"PRKAR2B"	0.458123972223004	4.24678021471711e-27	57.1735049611156
"274"	"PRKCA"	0.665680709383404	2.44078235818762e-116	92.2499329578976
"275"	"PRKCB"	0.416426767369416	3.1587861132511e-38	83.5344596406543
"276"	"PRKCE"	0.567625457964103	1.3185670999393e-102	92.5717350496112
"277"	"PRKG1"	0.431990213205276	4.61852404699905e-41	87.0742826495039
"278"	"PRR16"	-0.477579727875832	1.46596415384726e-62	36.5781710914454
"279"	"PSD3"	0.424595028491398	1.85358086957756e-30	89.5414320193081
"280"	"PTPN13"	0.375940886610529	3.05722991811511e-18	67.5248055779029
"281"	"PTPN9"	0.402097968202453	1.56863431139933e-22	50.2279431482971
"282"	"PTPRD"	-0.567043861231584	3.12717397215007e-98	97.5060337892196
"283"	"PTPRK"	-0.392463267683785	1.85677154111283e-27	38.4553499597747
"284"	"PTPRN2"	0.493174242949887	4.74720811503039e-98	97.3451327433628
"285"	"PTPRR"	-0.436177182217647	4.12230290069036e-34	36.899973183159
"286"	"QKI"	-0.390549097649185	5.85362263271982e-17	72.1104853848217
"287"	"R3HDM1"	-0.384718526612752	1.72483556383257e-29	82.461786001609
"288"	"RAB11FIP3"	0.342728373579783	3.22514065506423e-20	69.2410834003754
"289"	"RAB27B"	-0.392843774662918	1.71680522077471e-38	39.6621078037007
"290"	"RALGPS2"	0.336991324214205	2.12298157805933e-18	65.7817109144543
"291"	"RANBP2"	0.338655207442568	5.24437228832569e-20	61.7055510860821
"292"	"RAPGEF5"	0.493766885002398	3.48440921782699e-84	92.3840171627782
"293"	"RASGRF1"	0.3733437241561	5.36492066218526e-17	66.2644140520247
"294"	"RCAN2"	0.378292159720254	3.94290003982467e-28	44.1405202467149
"295"	"RCOR1"	0.494842159288167	2.6272824748215e-34	57.4416733708769
"296"	"RGL1"	0.603799624805197	1.31294313507231e-75	85.0093858943416
"297"	"RGS7"	0.478648309035156	6.06982850777722e-94	97.6937516760526
"298"	"RGS7BP"	0.478757062412084	1.65137077465685e-23	69.9115044247788
"299"	"RHEB"	0.575123496371067	1.21338493468442e-42	65.7012603915259
"300"	"RICTOR"	0.386156477986064	6.73287725978208e-22	72.9149906141057
"301"	"RIN2"	0.548232873340927	6.38635290610442e-36	55.7253955484044
"302"	"RIT2"	-0.580841914389545	5.40774742458933e-110	35.8004827031376
"303"	"RNF144A"	-0.361564575088968	2.71784173675725e-25	40.0911772593188
"304"	"RNF150"	0.352146939000002	6.88388325785349e-18	75.1407884151247
"305"	"ROBO1"	0.392950886111212	1.657841107659e-17	78.6806114239743
"306"	"ROBO2"	1.08951338621793	2.40267048437483e-197	96.0042906945562
"307"	"ROCK2"	0.328663703515097	6.96574041913893e-26	78.7610619469027
"308"	"RP11-2E17.1"	1.09265425651249	4.0281980621957e-70	68.5974792169482
"309"	"RPS6KA2"	-0.662892818071516	2.25736176180212e-76	38.911236256369
"310"	"RPS6KA5"	-0.367769886320914	1.31218164318885e-24	41.0029498525074
"311"	"RPS6KC1"	0.386740181004582	4.24678021471711e-27	70.7428264950389
"312"	"RRAS2"	0.731248161059357	8.87678531801191e-61	63.9313488871011
"313"	"RTN1"	-0.384047443879986	1.43942052492699e-32	73.585411638509
"314"	"RTN4RL1"	0.397717148638993	1.22540883115701e-20	55.6181281844999
"315"	"RUNX1T1"	-0.588133882177596	7.42420023772789e-62	61.0351300616787
"316"	"RYR3"	0.593413992001246	5.73592396324644e-105	92.732636095468
"317"	"SAMD3"	0.378430607933748	8.51050704598004e-16	60.2306248323947
"318"	"SAMD5"	-0.41357647546652	5.36884279578137e-17	59.9892732636095
"319"	"SAP18"	0.351496286583254	1.3777766847768e-19	45.4009117725932
"320"	"SATB2"	-0.350740666777157	1.24262255646197e-23	55.644945025476
"321"	"SCN3A"	-0.403152873232823	4.08705472030322e-28	53.0705282917672
"322"	"SEC14L1"	0.567666281656134	1.46065583622131e-48	49.7452400107267
"323"	"SH3RF1"	0.693733122986978	6.75163946720063e-52	65.5403593456691
"324"	"SH3RF3"	0.355648335820183	2.72592144413724e-17	70.0455886296594
"325"	"SHANK1"	0.320475760201532	7.33212035348251e-16	43.0678466076696
"326"	"SHANK2"	0.324364369369702	1.84148839110182e-27	87.7447036739072
"327"	"SHC3"	0.638271709470845	4.94427573532435e-38	76.21346205417
"328"	"SHISA6"	0.887484826794403	3.07595962965085e-95	81.4963797264682
"329"	"SHISA9"	-0.975552380358374	8.46018998066354e-148	67.5248055779029
"330"	"SIDT1"	0.49885334208829	6.11760385506584e-23	69.160632877447
"331"	"SIK2"	0.474757239476984	1.91840078019216e-31	74.1485652990078
"332"	"SIPA1L3"	0.527327436500387	2.52856430249428e-42	82.2204344328238
"333"	"SLC24A3"	1.08327286323553	4.13536472653051e-149	86.7792973987664
"334"	"SLC25A25"	0.349191938902883	1.85018739406026e-26	33.0115312416197
"335"	"SLC2A3"	0.635716111228781	4.47972037483327e-38	60.284258514347
"336"	"SLC35F3"	0.573329945492974	4.22526979763725e-60	85.3848216680075
"337"	"SLC39A11"	0.501735276224282	8.46280816392983e-34	66.8275677125235
"338"	"SLC44A1"	-0.458324056695436	1.75843634691652e-26	64.0654330919818
"339"	"SLC44A5"	-0.550892052052083	1.12051503856281e-67	54.035934566908
"340"	"SNAP91"	-0.486198041832851	1.08836283351504e-48	62.912308930008
"341"	"SNED1"	-0.664832833641958	4.20231150030733e-66	45.0522928399035
"342"	"SNRK"	0.369574049408208	2.25875194631956e-29	46.8222043443282
"343"	"SNTG1"	0.345862263833832	1.21193344307462e-53	97.9082864038616
"344"	"SORBS1"	0.405162457481318	1.70291000528067e-35	83.8830785733441
"345"	"SORCS3"	0.38781633769671	3.07252022944035e-16	70.2601233574685
"346"	"SORL1"	0.32991311787054	2.81616381573197e-17	65.8889782783588
"347"	"SORT1"	0.404995503578035	6.20218885141482e-24	71.7886832931081
"348"	"SPHKAP"	0.703239171441644	5.50615233541711e-83	85.9479753285063
"349"	"SPOCK1"	-0.656839480390892	7.65695773676709e-62	51.1128989005095
"350"	"SPRED2"	0.782889575534381	4.05482492143385e-61	64.8431214802896
"351"	"SRGAP2"	0.476174864619174	1.16700106453572e-28	70.5014749262537
"352"	"SRGAP2B"	0.571695342435605	3.32248637640918e-40	63.3681952266023
"353"	"SRGAP2C"	0.425483252891762	5.81174184365025e-21	61.1960311075355
"354"	"SRGAP3"	0.511507425617382	3.19387639493876e-77	89.6218825422365
"355"	"SRSF7"	0.609711299235718	7.36894065192229e-46	59.5333869670153
"356"	"SSBP2"	-0.397715878344721	2.38950596939228e-36	49.9865915795119
"357"	"ST6GALNAC3"	0.348267531167225	3.57634820131803e-17	60.1769911504425
