"Gene"	"FC"	"FDR"	"pct.exp"
"1"	"ADAM22"	0.366503837839898	8.53308591573378e-05	73.1981981981982
"2"	"ADARB2"	-0.356382425976585	7.49495117165086e-06	35.0788288288288
"3"	"ADGRL2"	0.392105601336201	0.00051601030544544	75.7882882882883
"4"	"ADRA1A"	0.635159334858608	6.01099781992466e-07	75.7882882882883
"5"	"ALDH1A2"	0.846487913446704	1.06341866948771e-19	46.3400900900901
"6"	"ANO4"	-0.321170674046433	0.00109609184702611	63.231981981982
"7"	"ARHGAP44"	0.386666056450811	0.0001005374327513	73.1418918918919
"8"	"ASIC2"	-0.550658525685087	7.73054258139336e-06	75.1689189189189
"9"	"CA10"	0.375345626682917	0.00135497002729225	72.2972972972973
"10"	"CACNA1E"	0.322575789185117	3.30248039481065e-05	86.036036036036
"11"	"CAMK1D"	0.305539654221545	0.000320652973958885	86.9369369369369
"12"	"CAMK2B"	0.400497162913553	3.14851834645314e-06	73.0855855855856
"13"	"CARNS1"	-0.307913297280356	0.00124836301000785	38.6261261261261
"15"	"CCDC85A"	0.369436398617866	0.00528007796578483	70.777027027027
"16"	"CDH12"	-0.302008512260646	0.00184646049984897	47.1283783783784
"17"	"CDH8"	0.394296135441644	0.000254166528641566	75.1689189189189
"18"	"CEP112"	0.312715520256748	0.020221326114901	68.9189189189189
"19"	"CHRM3"	-0.380534601655699	4.43930853894411e-07	29.5608108108108
"20"	"CLSTN2"	0.602189155741516	2.69424062159097e-17	92.6801801801802
"21"	"CNTN4"	-0.74107801660946	2.361883372668e-12	51.1824324324324
"22"	"CNTNAP5"	-0.312728900920372	0.00184646049984897	76.295045045045
"23"	"CRYAB"	-0.313190660698305	0.00193175436313266	30.518018018018
"24"	"CTNNA3"	-0.359809052044442	7.99941142281693e-10	96.6779279279279
"25"	"DAPK1"	0.398896228016727	0.000456519426068303	77.6463963963964
"26"	"DCC"	0.442798933894003	0.000108438822088311	78.6599099099099
"27"	"DNM3"	-0.314442783649786	2.21898428285613e-05	89.8648648648649
"28"	"DPF3"	0.352916653277824	0.00145159133028334	61.204954954955
"29"	"DPP10"	-0.437110016077211	0.00883963485827787	72.3536036036036
"30"	"EHBP1"	0.314363615317166	0.0117758993715999	72.3536036036036
"31"	"ENOX1"	-0.303306934920591	0.000469852932515144	70.3828828828829
"32"	"ERBB4"	-0.518349139461487	1.22803731942913e-10	83.3333333333333
"33"	"ERC2"	0.326692379537723	2.06685532635974e-08	93.2432432432432
"34"	"ESRRG"	-0.332421538296265	0.000700440803866174	39.3581081081081
"35"	"FAM182B"	0.334900174244919	0.00260078081395066	53.5472972972973
"36"	"FAM19A2"	0.472717409300123	9.30835325077179e-06	84.3468468468468
"37"	"FBXO34"	0.368126483026396	0.000328505567917017	63.8513513513513
"39"	"GALNT18"	0.320445664249219	0.00679653406710393	80.518018018018
"41"	"GNA14"	0.353461136972333	6.44240448651808e-06	37.3310810810811
"42"	"GPC5"	-0.59947149114652	7.08134917190212e-17	31.1936936936937
"44"	"GRAMD1B"	0.326219755543588	0.00776551988054067	73.8175675675676
"45"	"GRIP1"	-0.519437726883924	7.35631308758922e-07	52.5337837837838
"46"	"GRM1"	0.489653167218149	1.53943787856069e-05	75.1689189189189
"48"	"ICA1L"	0.329040757146056	0.00212752576743548	62.1058558558559
"49"	"IQCJ-SCHIP1"	-0.605822923684008	4.56979134761209e-09	67.9617117117117
"50"	"ITGA8"	0.342542499446759	0.0138599622349354	60.7545045045045
"51"	"KCNH8"	-0.345517106706098	6.11202122671311e-06	52.4211711711712
"52"	"KCNJ6"	0.464378952526544	9.96265954010966e-06	73.0855855855856
"53"	"KCNK1"	0.3621262734836	0.00601950346367701	64.9211711711712
"54"	"KCNQ3"	0.363449012352375	1.57128631131259e-06	84.9099099099099
"55"	"KCNQ5"	-0.409738614762432	0.00362377487389467	64.9774774774775
"56"	"KCTD16"	0.472972579473642	3.75599789947968e-06	85.7545045045045
"57"	"KCTD8"	-0.370322678455029	0.000161613544203093	34.1216216216216
"58"	"KIAA1211L"	0.33863542788993	0.000547674049416827	74.6058558558559
"59"	"KLF12"	0.418386719994407	6.85644979168318e-05	58.8963963963964
"60"	"KSR1"	0.347582507235515	3.09200303248064e-05	40.7657657657658
"61"	"LDB3"	-0.310083985604652	0.000421798252679675	35.472972972973
"62"	"LMO3"	0.358824647913715	0.000408856007122157	45.2702702702703
"63"	"LRP2"	-0.354041782337547	0.00121305206791537	32.545045045045
"64"	"LYPD6B"	0.328747795070987	2.02538318456569e-06	41.9481981981982
"65"	"MAML2"	0.371008856171795	2.1797358054135e-05	81.8130630630631
"66"	"MARCH1"	-0.406161340858498	7.54988216132191e-07	87.1621621621622
"67"	"MBP"	-0.392705136879783	2.4571172663867e-06	94.481981981982
"68"	"MCTP1"	0.374530304223277	6.69005552401068e-05	83.277027027027
"69"	"MGAT4C"	-0.319105370446697	8.69944779522565e-06	27.4211711711712
"70"	"MMD2"	0.342109601565706	3.09200303248064e-05	35.1351351351351
"71"	"MOB3B"	-0.312578123219008	0.00316219621621927	46.0022522522522
"72"	"MOBP"	-0.352050281425359	0.000421798252679675	60.0225225225225
"73"	"MYO16"	-0.305174170522894	0.000328505567917017	40.8783783783784
"74"	"NBEA"	0.321290038621709	1.91072322604629e-09	93.3558558558559
"76"	"NELL2"	0.405762599666486	2.0838635642841e-06	88.795045045045
"77"	"NKAIN3"	0.408221256433016	0.00297204453531957	81.4189189189189
"78"	"NPTXR"	0.375757881620989	4.03586419789072e-05	46.509009009009
"79"	"NR3C2"	0.386602258585633	0.000958935699220542	70.213963963964
"80"	"NRG1"	-0.513838710489384	5.5097772351947e-06	59.2342342342342
"81"	"NRG3"	0.31643811561041	1.61214263766052e-14	98.9864864864865
"82"	"NRP1"	0.388621692600104	0.000174667067231438	69.5382882882883
"83"	"OXR1"	-0.307405600649361	0.000764175394670411	68.1306306306306
"84"	"PARD3"	0.521839609417867	9.20081917976347e-09	81.9256756756757
"85"	"PCBP3"	0.717289897824809	1.53058501722638e-12	64.6959459459459
"86"	"PCDH7"	-0.531619696832574	2.36665204957386e-07	67.3423423423423
"87"	"PDZD2"	0.319774812232153	0.00928423400441252	63.4572072072072
"88"	"PGBD5"	0.305035156244704	0.0283132931548963	69.2004504504504
"89"	"PLXNA4"	0.461898215160242	2.06685532635974e-08	82.0945945945946
"90"	"PPFIA2"	0.320216768868397	1.02377372386461e-07	95.2702702702703
"91"	"PPM1E"	0.529378171641076	2.45775519636822e-23	93.018018018018
"92"	"PRB2"	0.331697694443772	0.000254166528641566	41.9481981981982
"93"	"PRKCE"	0.383214608107756	9.61899090477914e-12	87.6126126126126
"94"	"PTPRD"	-0.385555051984252	1.69481885505869e-14	98.4797297297297
"95"	"PTPRG"	-0.38234809995525	0.000497554167343271	57.0382882882883
"96"	"PTPRO"	0.303141977047932	0.0209354531112162	59.9662162162162
"98"	"RALGPS2"	0.39644965134857	7.47328264947748e-05	59.1216216216216
"99"	"RALYL"	-0.448763122151972	0.000408856007122157	57.3198198198198
"100"	"RFX3"	0.458039510498414	9.79787628636039e-05	81.8130630630631
"101"	"RGS12"	-0.313501897383317	0.00043367339733965	28.7162162162162
"102"	"RGS6"	0.703155371923368	6.62624260041699e-11	63.6824324324324
"103"	"ROBO1"	-0.323990487015481	0.00226146386465692	57.9954954954955
"104"	"ROBO2"	-0.587125567823537	5.87693944750057e-08	77.3648648648649
"105"	"RYR3"	-0.412731424660607	2.361883372668e-12	32.9391891891892
"106"	"SCART1"	0.600582566886317	1.61214263766052e-14	45.3828828828829
"107"	"SEMA5A"	0.726866223461703	3.08432946248762e-15	84.6283783783784
"109"	"SHISA6"	0.571465812434783	2.44956840444803e-07	78.5472972972973
"110"	"SIPA1L3"	0.720718358509425	6.02899571305141e-21	80.9121621621622
"111"	"SLC24A3"	0.603767276521022	1.61214263766052e-14	78.0968468468468
"112"	"SLC35F3"	0.692492573314328	3.09009392521701e-19	79.3355855855856
"113"	"SLC47A1"	0.385755087555729	9.11342833258836e-07	54.1103603603604
"114"	"SLC8A1"	-0.379562538020379	0.000246203952206853	76.463963963964
"115"	"SLIT1"	0.379964110682202	0.000291689695799001	68.2995495495496
"116"	"SLIT3"	0.333565817914932	0.00675520829366829	84.6846846846847
"117"	"SNTG1"	0.321581132418053	0.000547674049416827	83.8400900900901
"118"	"SOX5"	-0.43667663142656	3.26551958921891e-07	26.0135135135135
"119"	"SPECC1"	0.30435969001278	1.56507743107209e-06	86.4301801801802
"120"	"SPHKAP"	0.529684303851305	1.36436167652691e-07	74.6621621621622
"121"	"SSBP2"	-0.343051234388559	0.00179546420499571	52.1959459459459
"122"	"ST6GALNAC5"	0.518313997895704	4.69389962590453e-05	88.6261261261261
"124"	"STXBP5L"	0.427174666508181	3.45622153938036e-19	96.7905405405405
"125"	"SUSD4"	0.422854815545812	2.4571172663867e-06	71.7342342342342
"126"	"SYNPR"	0.410531658748477	0.000328505567917017	77.5900900900901
"127"	"TENM3"	-0.569899692439545	1.83605466706554e-09	51.9144144144144
"128"	"THOC3"	0.355614180462774	2.5857385345316e-06	70.777027027027
"129"	"THRB"	-0.304924760426359	0.00238543272137918	42.9617117117117
"130"	"TIAM1"	0.409935845278225	1.43929302869505e-10	88.1193693693694
"131"	"TLL1"	0.806456262346346	5.39205656525871e-12	72.6351351351351
"132"	"TMEM178B"	-0.311743621356884	0.000633328807023339	41.8918918918919
"133"	"TSHZ2"	0.410779958831438	2.43779565275358e-05	81.981981981982
"134"	"UNC13C"	0.363109740775172	1.22719570428983e-05	51.3513513513513
"135"	"UNC5C"	-0.301160060946845	0.00233066735483501	86.2612612612613
"136"	"WBSCR17"	0.61861293255925	5.63507063916128e-15	86.768018018018
"137"	"ZFPM2"	0.342651351369063	6.44240448651808e-06	89.2454954954955
