"Gene"	"FC"	"FDR"	"pct.exp"
"1"	"CHL1"	0.567571813511372	0.0382121887001111	67.0753064798599
"3"	"CNTN5"	-1.36255582082285	0.000255829136039593	85.8143607705779
"4"	"DCLK1"	0.570885633500685	0.0261689115587192	85.8143607705779
"5"	"EXT1"	1.27933778495402	0.000342709202598128	54.4658493870403
"6"	"FGD4"	0.652243474179184	0.0399693900771133	30.8231173380035
"9"	"NFIB"	0.612834738775478	1.25303846074993e-05	40.1050788091068
"10"	"NTRK2"	0.960274174624396	0.00176866686627352	74.7810858143608
"11"	"RHEB"	1.30728346511096	0.00271825066683797	25.9194395796848
"13"	"SEZ6L"	1.15355814553589	0.0399693900771133	54.9912434325744
"14"	"SIDT1"	0.466411365215263	0.000639289360051159	32.399299474606
"15"	"TENM2"	-0.688765619450311	0.00706808580112614	96.4973730297723
"16"	"TNPO1"	-0.728184006530591	0.0138865997607018	50.0875656742557
